90_1	3.5
90_2	4
90_3	4.5
90_4	4
90_5	5
91_1	5
91_2	1
91_3	1
91_4	5
91_5	1
92_1	4
92_2	4
92_3	3
92_4	4.5
92_5	2
93_1	3.5
93_2	5
93_3	5
93_4	1
93_5	2
94_1	5
94_2	5
94_3	4.5
94_4	1
94_5	4
95_1	4
95_2	2
95_3	2.5
95_4	5
95_5	3.5
96_1	4.5
96_2	1
96_3	1.5
96_4	4
96_5	3.5
97_1	1
97_2	5
97_3	3
97_4	1
97_5	1
98_1	5
98_2	4.5
98_3	4
98_4	1
98_5	2.5
99_1	4.5
99_2	4.5
99_3	1
99_4	2
99_5	4
100_1	2.5
100_2	5
100_3	1
100_4	3.5
100_5	2.5
101_1	2.5
101_2	3
101_3	5
101_4	5
101_5	5
102_1	2
102_2	5
102_3	5
102_4	4
102_5	2.5
103_1	1.5
103_2	2.5
103_3	5
103_4	2.5
103_5	3.5
104_1	2.5
104_2	4.5
104_3	1.5
104_4	3
104_5	2.5
105_1	1.5
105_2	3.5
105_3	4
105_4	4.5
105_5	3.5
106_1	1
106_2	2
106_3	4.5
106_4	1.5
106_5	2.5
107_1	3
107_2	4
107_3	3
107_4	1.5
107_5	5
108_1	1.5
108_2	3
108_3	5
108_4	1
108_5	2
109_1	3.5
109_2	1.5
109_3	2.5
109_4	1.5
109_5	5
110_1	1
110_2	2
110_3	5
110_4	1.5
110_5	1.5
111_1	3.5
111_2	3.5
111_3	4
111_4	4
111_5	4.5
112_1	4.5
112_2	3.5
112_3	2
112_4	2.5
112_5	4.5
113_1	5
113_2	3
113_3	1.5
113_4	3.5
113_5	1
114_1	4.5
114_2	2.5
114_3	4.5
114_4	3
114_5	4.5
115_1	4
115_2	5
115_3	5
115_4	3
115_5	1
116_1	3
116_2	5
116_3	4
116_4	4
116_5	4.5
117_1	1.5
117_2	5
117_3	4.5
117_4	1.5
117_5	3
118_1	5
118_2	1.5
118_3	2.5
118_4	1.5
118_5	3
119_1	2
119_2	1
119_3	3
119_4	5
119_5	4
120_1	2
120_2	1.5
120_3	5
120_4	4.5
120_5	3.5
121_1	5
121_2	1.5
121_3	3.5
121_4	3.5
121_5	2.5
122_1	2.5
122_2	3.5
122_3	5
122_4	5
122_5	1
123_1	1.5
123_2	1.5
123_3	1
123_4	1
123_5	3
124_1	1.5
124_2	2
124_3	2
124_4	4
124_5	2
125_1	2
125_2	3.5
125_3	5
125_4	5
125_5	5
126_1	4
126_2	4.5
126_3	3.5
126_4	2
126_5	5
127_1	4
127_2	5
127_3	0.5
127_4	4
127_5	3
128_1	1
128_2	4.5
128_3	5
128_4	3.5
128_5	1
129_1	1
129_2	4
129_3	5
129_4	2.5
129_5	1.5
130_1	2
130_2	1.5
130_3	4
130_4	5
130_5	2.5
131_1	4.5
131_2	5
131_3	5
131_4	4.5
131_5	5
132_1	2
132_2	5
132_3	3
132_4	5
132_5	4
133_1	3.5
133_2	2
133_3	2
133_4	1.5
133_5	2
134_1	3.5
134_2	1.5
134_3	5
134_4	4
134_5	2
135_1	1
135_2	4
135_3	4.5
135_4	3.5
135_5	5
136_1	1
136_2	4.5
136_3	2
136_4	1.5
136_5	4.5
137_1	5
137_2	2.5
137_3	1.5
137_4	1
137_5	1.5
138_1	3
138_2	1
138_3	5
138_4	3.5
138_5	3
139_1	4.5
139_2	1.5
139_3	2
139_4	5
139_5	4
140_1	3
140_2	2
140_3	1
140_4	3
140_5	3
141_1	1
141_2	5
141_3	1
141_4	1
141_5	2
142_1	1
142_2	1
142_3	2.5
142_4	2.5
142_5	4.5
143_1	3
143_2	5
143_3	1
143_4	5
143_5	2
144_1	5
144_2	1.5
144_3	2.5
144_4	3.5
144_5	1
145_1	2.5
145_2	5
145_3	3.5
145_4	4
145_5	2.5
146_1	4.5
146_2	5
146_3	3
146_4	3.5
146_5	4
147_1	4
147_2	2.5
147_3	5
147_4	5
147_5	2
148_1	1
148_2	1
148_3	1
148_4	2
148_5	5
149_1	2
149_2	4.5
149_3	4
149_4	3.5
149_5	1
150_1	3
150_2	4
150_3	5
150_4	4.5
150_5	5
151_1	3.5
151_2	4
151_3	5
151_4	2.5
151_5	4.5
152_1	4
152_2	3.5
152_3	3
152_4	2
152_5	3
153_1	5
153_2	2
153_3	1.5
153_4	1.5
153_5	1
154_1	5
154_2	3
154_3	1.5
154_4	5
154_5	3.5
155_1	1
155_2	5
155_3	4.5
155_4	2
155_5	2.5
156_1	5
156_2	3
156_3	5
156_4	4
156_5	4
157_1	5
157_2	2
157_3	3.5
157_4	2
157_5	2.5
158_1	3.5
158_2	3
158_3	2
158_4	3.5
158_5	4.5
159_1	4
159_2	1.5
159_3	1
159_4	2
159_5	1.5
160_1	4.5
160_2	5
160_3	4
160_4	5
160_5	5
161_1	3.5
161_2	5
161_3	2
161_4	1
161_5	4
162_1	3.5
162_2	2.5
162_3	5
162_4	4
162_5	1
163_1	3
163_2	3.5
163_3	3.5
163_4	1.5
163_5	3.5
164_1	2
164_2	4
164_3	1
164_4	4.5
164_5	2.5
165_1	1.5
165_2	3.5
165_3	3
165_4	1
165_5	5
166_1	1
166_2	4
166_3	5
166_4	4.5
166_5	5
167_1	1.5
167_2	3
167_3	1
167_4	4
167_5	3
168_1	4.5
168_2	4.5
168_3	2
168_4	4.5
168_5	4.5
169_1	3
169_2	4.5
169_3	2.5
169_4	2.5
169_5	4
170_1	2.5
170_2	1.5
170_3	1.5
170_4	1.5
170_5	1
171_1	4
171_2	1.5
171_3	4.5
171_4	5
171_5	3
172_1	3
172_2	4
172_3	4
172_4	5
172_5	4.5
173_1	1
173_2	1.5
173_3	1
173_4	3
173_5	1
174_1	1.5
174_2	3
174_3	3.5
174_4	5
174_5	2.5
175_1	4
175_2	5
175_3	4.5
175_4	4
175_5	1.5
176_1	2
176_2	5
176_3	2.5
176_4	1.5
176_5	5
177_1	5
177_2	1
177_3	4
177_4	5
177_5	4
178_1	4
178_2	4
178_3	4.5
178_4	5
178_5	4
179_1	2
179_2	1.5
179_3	2
179_4	4.5
179_5	4
180_1	5
180_2	3.5
180_3	2.5
180_4	1.5
180_5	1.5
181_1	5
181_2	3
181_3	4.5
181_4	3.5
181_5	5
182_1	3.5
182_2	2
182_3	2
182_4	3.5
182_5	5
183_1	4.5
183_2	5
183_3	5
183_4	5
183_5	4.5
184_1	4.5
184_2	3
184_3	3.5
184_4	5
184_5	4.5
185_1	2
185_2	3
185_3	1
185_4	1
185_5	1
186_1	4
186_2	2.5
186_3	5
186_4	4.5
186_5	2.5
187_1	5
187_2	1
187_3	1
187_4	1
187_5	1
188_1	4
188_2	4.5
188_3	1.5
188_4	3
188_5	1.5
189_1	4
189_2	4.5
189_3	2
189_4	5
189_5	2
190_1	4
190_2	3
190_3	2.5
190_4	5
190_5	5
191_1	1
191_2	1
191_3	1
191_4	5
191_5	3
192_1	1
192_2	1.5
192_3	3
192_4	5
192_5	2
193_1	3.5
193_2	3
193_3	4.5
193_4	1
193_5	1.5
194_1	4.5
194_2	4
194_3	4.5
194_4	5
194_5	1.5
195_1	5
195_2	4.5
195_3	1.5
195_4	5
195_5	5
196_1	5
196_2	4.5
196_3	2
196_4	4.5
196_5	4
197_1	5
197_2	3
197_3	1
197_4	1
197_5	3
198_1	2
198_2	2.5
198_3	4.5
198_4	5
198_5	5
199_1	5
199_2	2.5
199_3	3
199_4	4
199_5	4.5
200_1	4.5
200_2	3.5
200_3	4.5
200_4	3.5
200_5	5
201_1	3
201_2	1
201_3	1
201_4	5
201_5	4.5
202_1	1
202_2	5
202_3	5
202_4	5
202_5	3.5
203_1	4
203_2	5
203_3	4.5
203_4	3
203_5	5
204_1	5
204_2	5
204_3	2.5
204_4	5
204_5	5
205_1	4.5
205_2	4.5
205_3	1
205_4	4.5
205_5	5
206_1	2.5
206_2	4.5
206_3	3.5
206_4	1
206_5	5
207_1	5
207_2	4.5
207_3	2
207_4	2.5
207_5	5
208_1	4
208_2	4.5
208_3	4
208_4	4
208_5	4
209_1	4.5
209_2	4
209_3	4
209_4	2
209_5	1
210_1	5
210_2	1
210_3	1
210_4	1.5
210_5	1.5
211_1	4.5
211_2	4
211_3	3.5
211_4	0.5
211_5	4
212_1	4
212_2	1.5
212_3	4.5
212_4	2.5
212_5	3.5
213_1	2
213_2	5
213_3	1
213_4	4.5
213_5	4.5
214_1	1.5
214_2	4.5
214_3	5
214_4	4
214_5	4.5
215_1	3
215_2	5
215_3	4.5
215_4	4.5
215_5	1
216_1	4.5
216_2	4.5
216_3	3.5
216_4	3
216_5	4.5
217_1	5
217_2	4.5
217_3	3.5
217_4	4.5
217_5	4
218_1	1
218_2	5
218_3	1
218_4	2.5
218_5	3.5
219_1	2
219_2	3.5
219_3	3.5
219_4	5
219_5	5
220_1	2.5
220_2	4
220_3	3
220_4	2.5
220_5	5
221_1	4.5
221_2	2
221_3	3
221_4	2
221_5	3.5
222_1	4.5
222_2	3.5
222_3	5
222_4	4.5
222_5	3.5
223_1	1
223_2	1.5
223_3	2.5
223_4	1
223_5	2
224_1	1
224_2	1
224_3	2
224_4	5
224_5	1
225_1	3
225_2	3.5
225_3	1
225_4	4
225_5	4
226_1	3.5
226_2	2.5
226_3	1.5
226_4	4.5
226_5	3.5
227_1	2.5
227_2	3
227_3	2.5
227_4	4.5
227_5	1
228_1	3
228_2	5
228_3	5
228_4	5
228_5	4.5
229_1	4
229_2	1.5
229_3	2
229_4	1
229_5	5
230_1	1
230_2	5
230_3	1.5
230_4	1
230_5	1
231_1	5
231_2	2
231_3	1
231_4	3.5
231_5	1.5
232_1	1
232_2	1
232_3	4.5
232_4	5
232_5	2.5
233_1	4
233_2	4.5
233_3	4.5
233_4	5
233_5	1.5
234_1	5
234_2	2.5
234_3	3.5
234_4	1
234_5	2
235_1	2.5
235_2	4.5
235_3	1.5
235_4	2.5
235_5	2.5
236_1	4
236_2	4.5
236_3	5
236_4	2
236_5	4.5
237_1	5
237_2	3.5
237_3	1
237_4	1.5
237_5	4
238_1	1.5
238_2	4.5
238_3	1.5
238_4	4.5
238_5	2.5
239_1	5
239_2	2
239_3	4.5
239_4	1
239_5	1.5
240_1	5
240_2	4
240_3	2.5
240_4	5
240_5	5
241_1	5
241_2	1
241_3	1.5
241_4	3
241_5	5
242_1	0.5
242_2	1
242_3	1.5
242_4	1
242_5	5
243_1	2
243_2	1.5
243_3	5
243_4	3
243_5	1
244_1	3
244_2	5
244_3	5
244_4	2.5
244_5	4
245_1	4.5
245_2	1.5
245_3	4.5
245_4	3
245_5	2
246_1	2
246_2	5
246_3	5
246_4	4.5
246_5	3.5
247_1	1
247_2	3.5
247_3	3.5
247_4	5
247_5	4.5
248_1	2
248_2	1.5
248_3	5
248_4	2.5
248_5	1
249_1	2
249_2	5
249_3	2
249_4	1
249_5	2.5
250_1	2.5
250_2	5
250_3	4.5
250_4	1
250_5	2.5
251_1	2
251_2	5
251_3	1.5
251_4	1
251_5	1.5
252_1	5
252_2	1.5
252_3	4
252_4	2
252_5	2
253_1	1
253_2	1.5
253_3	5
253_4	1.5
253_5	2.5
254_1	5
254_2	3
254_3	3
254_4	5
254_5	3.5
255_1	1
255_2	5
255_3	1.5
255_4	1
255_5	3.5
256_1	3
256_2	3.5
256_3	3.5
256_4	5
256_5	4
257_1	4.5
257_2	3.5
257_3	5
257_4	4.5
257_5	1.5
258_1	2.5
258_2	3
258_3	1
258_4	4.5
258_5	1.5
259_1	0.5
259_2	3
259_3	1
259_4	4
259_5	5
260_1	2
260_2	5
260_3	2
260_4	1
260_5	4
261_1	3
261_2	5
261_3	2.5
261_4	3.5
261_5	1.5
262_1	2
262_2	4
262_3	1.5
262_4	5
262_5	2
263_1	4.5
263_2	5
263_3	3
263_4	5
263_5	4
264_1	4.5
264_2	1
264_3	3
264_4	2.5
264_5	3.5
265_1	1.5
265_2	5
265_3	4
265_4	2.5
265_5	4
266_1	2
266_2	3
266_3	3.5
266_4	3
266_5	4.5
267_1	3.5
267_2	2
267_3	5
267_4	3.5
267_5	3
268_1	1
268_2	4
268_3	1.5
268_4	1
268_5	2.5
269_1	2.5
269_2	1.5
269_3	5
269_4	2
269_5	3.5
270_1	3.5
270_2	5
270_3	5
270_4	3
270_5	2.5
271_1	5
271_2	1
271_3	2
271_4	3
271_5	4.5
272_1	4.5
272_2	4.5
272_3	4
272_4	4
272_5	5
273_1	3.5
273_2	4.5
273_3	3
273_4	2.5
273_5	2
274_1	1.5
274_2	3
274_3	2.5
274_4	2
274_5	5
275_1	5
275_2	4.5
275_3	5
275_4	5
275_5	1.5
276_1	3.5
276_2	4.5
276_3	4
276_4	2.5
276_5	1
277_1	1
277_2	4.5
277_3	5
277_4	5
277_5	5
278_1	4
278_2	1.5
278_3	2
278_4	3
278_5	2.5
279_1	2
279_2	5
279_3	2.5
279_4	1
279_5	3
280_1	3.5
280_2	1
280_3	1
280_4	1
280_5	3.5
281_1	5
281_2	1
281_3	1
281_4	4.5
281_5	1
282_1	1.5
282_2	5
282_3	1
282_4	0.5
282_5	1
283_1	4.5
283_2	2
283_3	4
283_4	5
283_5	4
284_1	4
284_2	4
284_3	2.5
284_4	4.5
284_5	4
285_1	1
285_2	5
285_3	5
285_4	1
285_5	2
286_1	3
286_2	5
286_3	3.5
286_4	3
286_5	2
287_1	1.5
287_2	2.5
287_3	4
287_4	4.5
287_5	2
288_1	2.5
288_2	1.5
288_3	5
288_4	1.5
288_5	3
289_1	1
289_2	4.5
289_3	4
289_4	1
289_5	4.5
290_1	4
290_2	2
290_3	5
290_4	3.5
290_5	1
291_1	5
291_2	5
291_3	2
291_4	2
291_5	5
292_1	3.5
292_2	1
292_3	3.5
292_4	3
292_5	1
293_1	4
293_2	4.5
293_3	2.5
293_4	3.5
293_5	5
294_1	1.5
294_2	5
294_3	5
294_4	3
294_5	5
295_1	5
295_2	1
295_3	2
295_4	1
295_5	1
296_1	2
296_2	1.5
296_3	1
296_4	1.5
296_5	2.5
297_1	2.5
297_2	4.5
297_3	4
297_4	3.5
297_5	1.5
298_1	1.5
298_2	2
298_3	5
298_4	5
298_5	1.5
299_1	4.5
299_2	4.5
299_3	5
299_4	4.5
299_5	1.5
300_1	4.5
300_2	2.5
300_3	4.5
300_4	2
300_5	3
301_1	5
301_2	4.5
301_3	4
301_4	1.5
301_5	3
302_1	1
302_2	3
302_3	1.5
302_4	5
302_5	3
303_1	4.5
303_2	4
303_3	5
303_4	4.5
303_5	4
304_1	5
304_2	3.5
304_3	3.5
304_4	4
304_5	5
305_1	3
305_2	4.5
305_3	1
305_4	3
305_5	3
306_1	3
306_2	3
306_3	5
306_4	4.5
306_5	5
307_1	1
307_2	1
307_3	5
307_4	4
307_5	5
308_1	2
308_2	3.5
308_3	3
308_4	3.5
308_5	4
309_1	4.5
309_2	5
309_3	1.5
309_4	1
309_5	1.5
310_1	4
310_2	4.5
310_3	2
310_4	4
310_5	3
311_1	1
311_2	3
311_3	4.5
311_4	5
311_5	1
312_1	2
312_2	5
312_3	1.5
312_4	1.5
312_5	5
313_1	3.5
313_2	5
313_3	3.5
313_4	4.5
313_5	3.5
314_1	1
314_2	2
314_3	1.5
314_4	5
314_5	1
315_1	1.5
315_2	3.5
315_3	5
315_4	1
315_5	2
316_1	4
316_2	5
316_3	2
316_4	5
316_5	1
317_1	4.5
317_2	4
317_3	4.5
317_4	3
317_5	2
318_1	3
318_2	1.5
318_3	4.5
318_4	2.5
318_5	1.5
319_1	3
319_2	4.5
319_3	2
319_4	2
319_5	3
320_1	2.5
320_2	5
320_3	4.5
320_4	4
320_5	1.5
321_1	4
321_2	4
321_3	4
321_4	2.5
321_5	5
322_1	3.5
322_2	4.5
322_3	4
322_4	3.5
322_5	4
323_1	4
323_2	2
323_3	3.5
323_4	1
323_5	3
324_1	3
324_2	3.5
324_3	5
324_4	5
324_5	3
325_1	4
325_2	4.5
325_3	3.5
325_4	1.5
325_5	1
326_1	4
326_2	2
326_3	3.5
326_4	4
326_5	2
327_1	3
327_2	3.5
327_3	2.5
327_4	4
327_5	5
328_1	2.5
328_2	5
328_3	5
328_4	3.5
328_5	4
329_1	3.5
329_2	2.5
329_3	5
329_4	5
329_5	4.5
330_1	2
330_2	4.5
330_3	3.5
330_4	4.5
330_5	3.5
331_1	1.5
331_2	1.5
331_3	4
331_4	2.5
331_5	4.5
332_1	3.5
332_2	3.5
332_3	3
332_4	4
332_5	5
333_1	1
333_2	4.5
333_3	3.5
333_4	4
333_5	1.5
334_1	1
334_2	1.5
334_3	5
334_4	4.5
334_5	1
335_1	1.5
335_2	1
335_3	1.5
335_4	3
335_5	3.5
336_1	5
336_2	1
336_3	3.5
336_4	1
336_5	3
337_1	2.5
337_2	4
337_3	1.5
337_4	2
337_5	5
338_1	2
338_2	1
338_3	4.5
338_4	2.5
338_5	5
339_1	5
339_2	2.5
339_3	1
339_4	3
339_5	3
340_1	4.5
340_2	4.5
340_3	3
340_4	4
340_5	4.5
341_1	1
341_2	2
341_3	4.5
341_4	5
341_5	5
342_1	5
342_2	2
342_3	4
342_4	1
342_5	5
343_1	1
343_2	1
343_3	1
343_4	2.5
343_5	3
344_1	5
344_2	2.5
344_3	2.5
344_4	1
344_5	1.5
345_1	2.5
345_2	3.5
345_3	2.5
345_4	1
345_5	3
346_1	3
346_2	3.5
346_3	5
346_4	1
346_5	1.5
347_1	2.5
347_2	1
347_3	1.5
347_4	3.5
347_5	5
348_1	4.5
348_2	5
348_3	4
348_4	1
348_5	3.5
349_1	2
349_2	4.5
349_3	5
349_4	1
349_5	3.5
350_1	4.5
350_2	3.5
350_3	3.5
350_4	3.5
350_5	3
351_1	1
351_2	1.5
351_3	2
351_4	5
351_5	1.5
352_1	2
352_2	5
352_3	4.5
352_4	3.5
352_5	4
353_1	5
353_2	4.5
353_3	4
353_4	3.5
353_5	4.5
354_1	3.5
354_2	3.5
354_3	5
354_4	4
354_5	5
355_1	3.5
355_2	2
355_3	3.5
355_4	3
355_5	5
356_1	1
356_2	3.5
356_3	1
356_4	4.5
356_5	4.5
357_1	1.5
357_2	2
357_3	2.5
357_4	5
357_5	1
358_1	3.5
358_2	5
358_3	2.5
358_4	3.5
358_5	4
359_1	4.5
359_2	2.5
359_3	3.5
359_4	4
359_5	3.5
360_1	5
360_2	1
360_3	5
360_4	5
360_5	5
361_1	3
361_2	4.5
361_3	4.5
361_4	2
361_5	4
362_1	3.5
362_2	1
362_3	1
362_4	3.5
362_5	3.5
363_1	1
363_2	1
363_3	4.5
363_4	1.5
363_5	5
364_1	1.5
364_2	5
364_3	3
364_4	3.5
364_5	5
365_1	1
365_2	3.5
365_3	4.5
365_4	1
365_5	3.5
366_1	5
366_2	4.5
366_3	2.5
366_4	1.5
366_5	4
367_1	1
367_2	3.5
367_3	1
367_4	2.5
367_5	1.5
368_1	5
368_2	3.5
368_3	2
368_4	5
368_5	2
369_1	2.5
369_2	3.5
369_3	2.5
369_4	1
369_5	3.5
370_1	3
370_2	3.5
370_3	5
370_4	3
370_5	1.5
371_1	1
371_2	1
371_3	2.5
371_4	2
371_5	3
372_1	1
372_2	5
372_3	1
372_4	5
372_5	1
373_1	4.5
373_2	4
373_3	4.5
373_4	5
373_5	2.5
374_1	1.5
374_2	5
374_3	5
374_4	1
374_5	2.5
375_1	5
375_2	5
375_3	5
375_4	2.5
375_5	4
376_1	3
376_2	4
376_3	3
376_4	4
376_5	3.5
377_1	3.5
377_2	2.5
377_3	4
377_4	4
377_5	5
378_1	5
378_2	5
378_3	4.5
378_4	2
378_5	1.5
379_1	5
379_2	1
379_3	4.5
379_4	3
379_5	3
380_1	5
380_2	2
380_3	4.5
380_4	5
380_5	4.5
381_1	4.5
381_2	5
381_3	3
381_4	4.5
381_5	2.5
382_1	1
382_2	4.5
382_3	5
382_4	2.5
382_5	5
383_1	3
383_2	4
383_3	3
383_4	4.5
383_5	3.5
384_1	4
384_2	4
384_3	2.5
384_4	3
384_5	0.5
385_1	1.5
385_2	3
385_3	1
385_4	1
385_5	2
386_1	5
386_2	4.5
386_3	4
386_4	1
386_5	4
387_1	2.5
387_2	4.5
387_3	5
387_4	2.5
387_5	4
388_1	5
388_2	1
388_3	4.5
388_4	4
388_5	3.5
389_1	1
389_2	1.5
389_3	4.5
389_4	1.5
389_5	5
390_1	5
390_2	5
390_3	1
390_4	4.5
390_5	2
391_1	2.5
391_2	4
391_3	2
391_4	1
391_5	5
392_1	3
392_2	5
392_3	4
392_4	1.5
392_5	2.5
393_1	5
393_2	2
393_3	1
393_4	1
393_5	2.5
394_1	1
394_2	1.5
394_3	1
394_4	3.5
394_5	5
395_1	1.5
395_2	2.5
395_3	2
395_4	5
395_5	2.5
396_1	1.5
396_2	1
396_3	2.5
396_4	4.5
396_5	4.5
397_1	3
397_2	2.5
397_3	4
397_4	5
397_5	2.5
398_1	3.5
398_2	2.5
398_3	2
398_4	4.5
398_5	3
399_1	2.5
399_2	1
399_3	5
399_4	4.5
399_5	1.5
400_1	5
400_2	4
400_3	4.5
400_4	3.5
400_5	2
401_1	4
401_2	1
401_3	4
401_4	5
401_5	5
402_1	4.5
402_2	2
402_3	5
402_4	3.5
402_5	2
403_1	5
403_2	4
403_3	3
403_4	2.5
403_5	5
404_1	2.5
404_2	1.5
404_3	2.5
404_4	4.5
404_5	4
405_1	2.5
405_2	4
405_3	5
405_4	2.5
405_5	5
406_1	5
406_2	1
406_3	3.5
406_4	5
406_5	3.5
407_1	1
407_2	1
407_3	3
407_4	1
407_5	5
408_1	4
408_2	1.5
408_3	5
408_4	4
408_5	3.5
409_1	5
409_2	3.5
409_3	1.5
409_4	5
409_5	5
410_1	1
410_2	3.5
410_3	3
410_4	4
410_5	3
411_1	2
411_2	5
411_3	5
411_4	3.5
411_5	2.5
412_1	5
412_2	2.5
412_3	5
412_4	5
412_5	4
413_1	4.5
